9.863209302918306776e+00,2.135421225834508263e+01,5.097724293609266155e+00,9.774791387049527103e+00,6.101534803114933680e+00,4.613526935706036625e+01,1.819820119222750776e+01,1.440200450769465412e+01,1.134691285123292204e+01,1.275408255054159667e+01
1.003684071958086399e+01,2.031556308221266249e+01,5.258343220269995122e+00,9.815020446818367716e+00,6.109570628172948936e+00,4.634414813494973373e+01,1.839762242786783730e+01,1.440328953821748037e+01,9.196389471179950093e+00,1.337456022045155457e+01
1.027818165574264597e+01,2.008330159130963111e+01,5.528176635878438994e+00,9.873261341413309466e+00,6.005051674723676847e+00,4.677791817480152048e+01,1.827189408554359673e+01,1.435406693323449545e+01,1.207031631799090299e+01,1.254690936928627387e+01
1.015029092994231696e+01,1.984568782105634455e+01,5.313261202825678708e+00,9.852889504517232666e+00,6.016366543316635784e+00,4.611357709273171679e+01,1.833829225208473446e+01,1.440804837975404595e+01,1.165091055935344144e+01,1.287518491290053468e+01
9.929431165869596398e+00,2.108220596584848749e+01,5.123744936459069699e+00,9.793506737525669692e+00,6.027138546735758773e+00,4.586262394750215066e+01,1.829957491274953796e+01,1.449994071411393115e+01,1.199488157036957503e+01,1.264164917595240034e+01
9.884329664510216773e+00,2.024016865148522015e+01,5.130978143353182475e+00,9.782843508808236166e+00,6.146133660923205788e+00,4.604303907266928775e+01,1.834192088437008294e+01,1.441455783346338748e+01,1.026717338987133310e+01,1.237680891472266254e+01
1.002323251227519485e+01,2.089816696116481154e+01,5.256031495879456727e+00,9.831321125886519852e+00,6.088328795858551246e+00,4.651250848489186751e+01,1.831597239090431373e+01,1.429087970338338920e+01,1.002621280757568734e+01,1.251339316501691279e+01
1.015302622051240355e+01,2.011165446010588553e+01,5.422913919288824935e+00,9.845452764916206689e+00,6.211357166216977532e+00,4.649153942926151473e+01,1.824078120279992277e+01,1.443110617961275999e+01,1.122131483914512273e+01,1.289688282154585508e+01
1.000644418000420366e+01,2.124495259527356339e+01,5.286871176582212506e+00,9.835016258420438362e+00,6.188336631295499934e+00,4.608248235739851140e+01,1.841767644837227280e+01,1.447378772401894764e+01,9.346592370076384881e+00,1.282075940421800908e+01
1.000232119524428498e+01,2.029110800244163926e+01,5.258997466096253071e+00,9.821505258359710666e+00,6.021668432959474515e+00,4.577526289647452273e+01,1.822057542152030152e+01,1.431737358007269556e+01,1.174964345357445161e+01,1.274384955868554847e+01
1.007794931189913967e+01,1.995106321113595982e+01,5.293118013244750841e+00,9.802126926945426533e+00,6.020506321169550645e+00,4.672799841453559111e+01,1.823910726440229269e+01,1.443359524144604578e+01,8.425411770921430232e+00,1.244946115008944076e+01
1.004495292674886997e+01,2.011044575596710260e+01,5.262407742191005156e+00,9.799721372822974175e+00,5.961317973357251887e+00,4.636936000679523318e+01,1.829198767308432139e+01,1.446195203158357323e+01,1.218721456603094566e+01,1.226516256289670537e+01
9.883176271750823361e+00,2.080510688741648195e+01,5.158940165357826402e+00,9.830163173954662881e+00,6.162216614209242493e+00,4.630814808009520789e+01,1.834511052404602793e+01,1.440762353997794776e+01,1.077752845388272718e+01,1.257539540141138090e+01
9.934257346873486938e+00,2.131307408306400220e+01,5.201475489899250348e+00,9.834818344510157573e+00,6.091231762284267326e+00,4.758212663197733150e+01,1.830151993401256405e+01,1.447643962839601883e+01,8.224328901170409267e+00,1.285464355325304453e+01
1.002697064744529953e+01,2.035489833200927379e+01,5.385894560104713236e+00,9.746210479385275960e+00,6.012820817859028111e+00,4.713395622488278747e+01,1.814528084665738561e+01,1.433309088933423148e+01,1.090366278742231465e+01,1.298347285375289140e+01
9.897823259384484373e+00,2.095303356145828744e+01,5.071392574093001926e+00,9.840831420742732760e+00,6.131382515018517942e+00,4.667650602198755649e+01,1.849319440110224377e+01,1.419340830787013630e+01,9.411448456259305928e+00,1.223459527174748906e+01
1.001178285449166872e+01,2.044915217460858159e+01,5.261376454947273018e+00,9.822359173164722179e+00,6.081911705584404970e+00,4.702552071185294125e+01,1.835039855177923940e+01,1.440947569363368785e+01,1.158072424319233207e+01,1.190309808016945148e+01
9.963186828525293137e+00,2.001141072897538109e+01,5.241405982139423436e+00,9.940659445767728641e+00,6.043496073708986671e+00,4.658297861173321763e+01,1.829678778874922074e+01,1.434973047393136447e+01,1.055742714263423210e+01,1.258842209760970476e+01
9.895816228388232716e+00,2.062558940589719114e+01,5.196521583945319378e+00,9.868190064688249663e+00,6.078905859929446542e+00,4.617235972476432693e+01,1.829878149303343804e+01,1.441933725367137420e+01,1.108513088809617742e+01,1.252715515807212654e+01
9.927797355941420321e+00,2.120153991292420415e+01,5.126135541932391959e+00,9.809197492205486313e+00,6.106134246222430839e+00,4.647016663928819469e+01,1.845501162936626827e+01,1.443541044576681287e+01,1.010383233548540893e+01,1.293211426152143950e+01
1.004525757799637731e+01,2.036874215741227445e+01,5.301418322268444783e+00,9.797019099101991202e+00,6.035589343139323049e+00,4.680207986629213934e+01,1.830777531343827746e+01,1.433963181231740514e+01,1.076522882893070587e+01,1.278802195350679050e+01
1.000238308730361325e+01,2.017798372315040822e+01,5.231865349283560285e+00,9.869510904721352063e+00,6.023511982867707282e+00,4.667341196583364393e+01,1.823942982324521012e+01,1.445811755397438603e+01,8.271817392561709781e+00,1.296282465393893801e+01
1.019479791313382044e+01,2.007673468834405739e+01,5.523898944260052346e+00,9.886485413478411033e+00,6.086434176069391633e+00,4.654577849971575887e+01,1.830967002619739148e+01,1.415891032981940789e+01,1.103551650640369175e+01,1.254936254903843640e+01
1.007485070589975251e+01,2.024220180845346206e+01,5.302158306866119553e+00,9.841789461537103989e+00,6.003584013554134735e+00,4.633448618119341944e+01,1.837044251439087361e+01,1.425183654709931780e+01,8.036047385377928620e+00,1.293488606496033633e+01
9.990919950500849467e+00,2.106752232846538675e+01,5.268215600160594647e+00,9.742338595164659054e+00,6.101051180585375988e+00,4.687310827243248923e+01,1.856239651033236981e+01,1.449793820897199659e+01,1.166407667948712934e+01,1.280428046024256616e+01
1.004507743464054137e+01,1.973717636961072586e+01,5.290001213809317093e+00,9.812824445428951492e+00,6.103059011958128721e+00,4.607260460086099840e+01,1.818162681612795950e+01,1.449854757996577348e+01,1.125567710636628327e+01,1.292513878788058257e+01
9.876458252526333581e+00,2.151541476213164472e+01,5.197517363274124946e+00,9.789107279165646602e+00,6.238344064573725589e+00,4.610971430460649856e+01,1.819795642348567455e+01,1.441137762880506834e+01,9.420538224203786726e+00,1.265530327361393148e+01
1.010421172172079984e+01,2.020861151563699920e+01,5.479220466069508078e+00,9.789527014613961242e+00,6.024052726658391421e+00,4.652472452381770296e+01,1.837967358187139055e+01,1.443938589963145702e+01,1.164575424562903549e+01,1.281259688636795779e+01
1.006670231862208631e+01,1.989371251859538958e+01,5.333982393246747833e+00,9.759495803580101381e+00,6.026495328796460882e+00,4.652595054632808313e+01,1.828100431439293416e+01,1.430377320250689266e+01,1.223485388456399292e+01,1.272693208455424418e+01
1.004860102521370457e+01,2.058380941307655476e+01,5.283732167188318840e+00,9.763562349117439254e+00,6.100589441765506216e+00,4.715634349682336079e+01,1.836488005451223771e+01,1.440677087602651696e+01,9.073321582330141410e+00,1.270287541456275804e+01
9.919585706746506304e+00,2.147149282627820455e+01,5.200821630729723033e+00,9.779476662155490274e+00,6.339653753660352997e+00,4.652084725645667618e+01,1.836470241451447549e+01,1.446954119009540207e+01,1.091391836626260670e+01,1.318839418702832766e+01
1.010738183676727076e+01,2.013964367508111764e+01,5.352109867484883488e+00,9.800435196291688911e+00,6.151522770019966835e+00,4.840076694534228352e+01,1.839771073980518779e+01,1.428780307553500073e+01,1.159318782939373982e+01,1.263435084773470507e+01
9.988963716741027454e+00,2.039928325502254935e+01,5.226148412844937141e+00,9.780261492331128181e+00,6.031742719407206188e+00,4.697752203868576970e+01,1.833230517673887761e+01,1.437718366106952317e+01,1.113005605472870485e+01,1.178009624251227372e+01
9.939608077791456608e+00,2.018956788686164927e+01,5.124439700249831198e+00,9.911283117815605337e+00,6.102527204170374198e+00,4.653282629645916302e+01,1.836609711450073590e+01,1.443626652739561500e+01,1.114853428829387205e+01,1.278884505917721803e+01
1.001147033905206918e+01,1.967823053085828633e+01,5.272672111252661331e+00,9.826665832797813138e+00,6.000948443601274995e+00,4.677714051969976339e+01,1.826295896747804193e+01,1.442978381309299429e+01,7.476729616599126160e+00,1.283240903250328202e+01
1.018671121856726103e+01,2.098828261847787147e+01,5.483632749212473456e+00,9.860139925672703143e+00,6.103181693917463235e+00,4.598324387848911243e+01,1.819410564852420364e+01,1.443548843282149008e+01,1.074817242841844411e+01,1.249816215471436465e+01
1.006095274241412696e+01,1.982798851048436362e+01,5.378812154347417440e+00,9.837270004993467154e+00,6.059043303589142226e+00,4.648870984925896721e+01,1.820204686400811767e+01,1.431133550078172334e+01,1.104140796878448683e+01,1.378984260720216959e+01
1.000510309507327911e+01,2.070754321112928054e+01,5.235186432789506128e+00,9.789485478090597326e+00,5.999553020316161778e+00,4.679736050580871876e+01,1.827574271182127319e+01,1.454017466389889535e+01,7.533885373281512088e+00,1.255812448695068184e+01
1.001827543377552132e+01,2.028575358721256094e+01,5.218006190647678899e+00,9.840183919751538610e+00,6.086493353843058784e+00,4.667197321918275321e+01,1.830996390972461541e+01,1.442785311510817969e+01,1.007443617611307651e+01,1.271157690804978380e+01
9.929922451362598323e+00,2.079616703589360682e+01,5.318939776045590762e+00,9.753836665081605517e+00,6.048873187783894600e+00,4.707463704790571057e+01,1.801357520814894286e+01,1.455495922274679721e+01,1.023793934325740906e+01,1.248174168664327688e+01
1.001903966748343144e+01,2.034239408000034288e+01,5.366497712045481094e+00,9.907657714093293322e+00,6.015644573002285611e+00,4.634918721420196164e+01,1.823289980407533051e+01,1.454302826024930440e+01,9.376090602169895760e+00,1.269232803535522791e+01
9.848257772678135069e+00,2.021734818737858319e+01,5.141066504096297507e+00,9.817046659233048089e+00,5.992692544920607212e+00,4.667280506539989204e+01,1.821340294451997366e+01,1.437659509983461348e+01,8.459643780626576515e+00,1.248259535475189885e+01
9.911712264841320064e+00,2.019123693677963516e+01,5.222122473507155860e+00,9.828691340683979760e+00,6.121598896334757178e+00,4.666207159237129076e+01,1.855000681865520562e+01,1.421394261903093437e+01,9.636656041397703376e+00,1.261492845513600081e+01
1.007051680443436581e+01,2.037540898480710538e+01,5.245439863967149563e+00,9.744205699085895844e+00,6.050667022498202208e+00,4.640383006217412287e+01,1.829070612678334129e+01,1.436575843106216510e+01,1.049449476978265672e+01,1.256300239536907526e+01
1.018129879693683648e+01,2.071157426752727559e+01,5.522945125125511723e+00,9.774086011423882780e+00,6.328002906059314370e+00,4.631237684218909578e+01,1.823326158655999407e+01,1.443198630185083253e+01,1.188764013642068917e+01,1.250978214007216316e+01
9.946339721365383468e+00,2.062574413337623724e+01,5.204649919715902406e+00,9.848906238875759556e+00,6.080272525457794508e+00,4.635011554770613884e+01,1.822750827131076079e+01,1.429168111424938203e+01,1.026432189417560537e+01,1.255529462868259039e+01
1.006633420240841836e+01,2.032368448729982191e+01,5.277871537996826845e+00,9.849096202826308044e+00,6.054880051650681771e+00,4.604789237463852203e+01,1.832580712374330645e+01,1.454840425996722786e+01,1.023304396629557900e+01,1.276743874945304746e+01
